departure region,arrival region
'Asia/Makassar','Asia/Shanghai'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Manila','Asia/Seoul'
'Asia/Manila','Asia/Manila'
'Asia/Manila','Asia/Manila'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Makassar','Asia/Jayapura'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Ho_Chi_Minh'
'Asia/Irkutsk','Asia/Vladivostok'
'Asia/Makassar','Asia/Shanghai'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Australia/Brisbane','Asia/Hong_Kong'
'Asia/Vientiane','Asia/Seoul'
'Asia/Vientiane','Asia/Seoul'
'Australia/Sydney','Australia/Brisbane'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Pacific/Guam','Asia/Seoul'
'Asia/Kuala_Lumpur','Asia/Manila'
'Asia/Kuala_Lumpur','Asia/Tokyo'
'Asia/Tokyo','Asia/Singapore'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Hong_Kong'
'Asia/Tokyo','Asia/Manila'
'Asia/Tokyo','Asia/Ho_Chi_Minh'
'Pacific/Auckland','Australia/Melbourne'
'Asia/Singapore','Australia/Perth'
'Asia/Tokyo','Asia/Singapore'
'Asia/Jakarta','Asia/Jayapura'
'Asia/Jakarta','Asia/Jayapura'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Australia/Melbourne','Asia/Hong_Kong'
'Australia/Melbourne','Asia/Hong_Kong'
'Australia/Melbourne','Asia/Hong_Kong'
'Australia/Melbourne','Asia/Hong_Kong'
'Australia/Melbourne','Asia/Ho_Chi_Minh'
'Australia/Melbourne','Asia/Ho_Chi_Minh'
'Australia/Melbourne','Asia/Ho_Chi_Minh'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Bangkok'
'Australia/Melbourne','Australia/Perth'
'Asia/Tokyo','Asia/Ho_Chi_Minh'
'Asia/Tokyo','Asia/Ho_Chi_Minh'
'Asia/Tokyo','Asia/Ho_Chi_Minh'
'Asia/Makassar','Asia/Shanghai'
'Asia/Makassar','Asia/Manila'
'Asia/Makassar','Asia/Manila'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Hong_Kong','Asia/Tokyo'
'Asia/Kolkata','Asia/Dubai'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Singapore','Asia/Taipei'
'Asia/Singapore','Asia/Manila'
'Europe/Istanbul','Europe/Istanbul'
'Europe/Istanbul','Europe/Istanbul'
'Europe/Istanbul','Europe/Istanbul'
'Asia/Makassar','Australia/Darwin'
'Asia/Makassar','Australia/Darwin'
'Asia/Makassar','Asia/Singapore'
'Asia/Makassar','Asia/Jakarta'
'Asia/Makassar','Asia/Jakarta'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
None,None
None,None
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Tokyo'
'America/Sao_Paulo','America/Lima'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Seoul'
'Europe/Berlin','Atlantic/Canary'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Tokyo'
'Asia/Tokyo','Asia/Tokyo'
'America/Chicago','America/New_York'
'America/Chicago','America/Detroit'
None,'America/Detroit'
'Asia/Tokyo','Asia/Tokyo'
'Europe/Paris','Europe/Paris'
'Europe/London','Europe/Dublin'
'Europe/London','Europe/Dublin'
'Europe/London','Europe/Dublin'
'America/Lima','America/Lima'
'America/Lima','America/Panama'
'America/Lima','America/Panama'
'Europe/Rome','Europe/London'
'Europe/Rome','Europe/Rome'
'Asia/Bangkok','Asia/Bangkok'
'Asia/Hong_Kong','Asia/Bangkok'
'America/New_York','America/Nassau'
'Europe/Lisbon','Atlantic/Canary'
'Europe/Lisbon','Europe/Lisbon'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
None,'Asia/Shanghai'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
'Europe/Amsterdam','Europe/Sofia'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'America/Bogota','America/Bogota'
'Asia/Seoul','Asia/Seoul'
'Asia/Seoul','Asia/Seoul'
'Europe/Moscow','Europe/Moscow'
'Europe/Moscow','Europe/Kaliningrad'
'Europe/Moscow','Europe/Moscow'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Europe/Madrid','Europe/Rome'
'Europe/Berlin','Europe/Warsaw'
'America/New_York','America/New_York'
'Europe/Moscow','Asia/Yekaterinburg'
'Europe/Moscow','Europe/Moscow'
'Asia/Shanghai','+8'
'Asia/Shanghai','Asia/Shanghai'
'Europe/London','Europe/London'
'Europe/London','Europe/London'
'Europe/London','Europe/London'
'Europe/Berlin','Europe/Berlin'
'Europe/Berlin','Europe/Berlin'
'Europe/Berlin','Europe/Berlin'
'Europe/Berlin','Europe/Berlin'
'Europe/Berlin','Europe/Berlin'
'Europe/Berlin','Europe/Berlin'
'Europe/Rome','Europe/Rome'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Shanghai','Asia/Tokyo'
'Asia/Shanghai','Asia/Shanghai'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Australia/Perth'
'Asia/Bangkok','Asia/Tokyo'
'Asia/Kolkata','Asia/Kuala_Lumpur'
'Asia/Jakarta','Asia/Dubai'
'Asia/Jakarta','Asia/Dubai'
'Asia/Jakarta','Asia/Dubai'
'Asia/Jakarta','Asia/Dubai'
'Asia/Jakarta','Asia/Shanghai'
'Australia/Hobart','Australia/Sydney'
'Australia/Hobart','Australia/Melbourne'
'Australia/Hobart','Australia/Melbourne'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Asia/Bangkok','Asia/Shanghai'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'+8','Asia/Vladivostok'
'Asia/Bangkok','Asia/Shanghai'
'Australia/Brisbane','Australia/Sydney'
'Asia/Jakarta','Asia/Makassar'
'Pacific/Auckland','Australia/Perth'
'Asia/Phnom_Penh','Asia/Shanghai'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Kolkata','Asia/Kolkata'
'Asia/Karachi','Asia/Dubai'
'Australia/Brisbane','Australia/Brisbane'
'Asia/Singapore','Asia/Taipei'
'Pacific/Auckland','Australia/Sydney'
'Australia/Melbourne','Australia/Brisbane'
'Australia/Adelaide','Australia/Sydney'
'Australia/Melbourne','Australia/Sydney'
'Asia/Kolkata','Asia/Bangkok'
'Asia/Bangkok','Asia/Seoul'
'Australia/Sydney','Australia/Melbourne'
'Australia/Sydney','Australia/Melbourne'
'Australia/Adelaide','Australia/Brisbane'
'Australia/Adelaide','Australia/Brisbane'
'Asia/Vientiane','Asia/Seoul'
'Australia/Brisbane','Australia/Brisbane'
'Australia/Sydney','Australia/Sydney'
'Australia/Brisbane','Australia/Brisbane'
'Asia/Bangkok','Asia/Taipei'
'Asia/Hong_Kong','Asia/Shanghai'
'Asia/Taipei','Asia/Tokyo'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Shanghai','Asia/Shanghai'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Asia/Colombo','Asia/Kolkata'
'Australia/Adelaide','Australia/Melbourne'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Singapore'
'Pacific/Auckland','Australia/Brisbane'
'Asia/Tokyo','Asia/Bangkok'
'Pacific/Auckland','Australia/Melbourne'
'Asia/Hong_Kong','Asia/Tokyo'
'Pacific/Auckland','Pacific/Auckland'
'Australia/Melbourne','Asia/Ho_Chi_Minh'
'Australia/Hobart','Australia/Hobart'
'Australia/Hobart','Australia/Melbourne'
'Australia/Sydney','Australia/Sydney'
'Asia/Bangkok','Asia/Shanghai'
'Asia/Bangkok','Asia/Shanghai'
'Asia/Bangkok','Asia/Shanghai'
'Asia/Jakarta','Asia/Makassar'
'Australia/Melbourne','Asia/Bangkok'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Bangkok'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Hong_Kong'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Bangkok'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Asia/Singapore','Asia/Kolkata'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Australia/Melbourne','Australia/Brisbane'
'Australia/Melbourne','Asia/Singapore'
